Length,Ratings,Review,label
lenseven,ratingfive,"The left swipe erase makes it great.
",non-info
lenfive,ratingfive,"Can't live without it
",non-info
lenseven,ratingfive,"Must have app for all android users......
",non-info
leneighteen,ratingfive,"SwiftKey is probably going to be the first and only app I will ever buy for my phone.
",non-info
lensix,ratingfive,"It just learns it by itself!
",non-info
lentwo,ratingfour,"Maybe fix?
",non-info
lennine,ratingfive,"Ended up shelling out for it when trial expired.
",non-info
lenten,ratingfive,"The set up, feel, look and overall flow is incredible.
",non-info
leneleven,ratingfive,"Learns how I type and what I would most likely say.
",non-info
lensixteen,ratingfour,"I am so used to this new keyboard that I don't want to go back.
",non-info
lentwentyfour,ratingfour,"The keyboard is quite customizable and has a lot of options that makes it a product you can't miss on your Android device.
",non-info
lenseventeen,ratingfour,"Also any way to make the keyboard scroll down while trying to view text in horizontal mode?
",non-info
lenthree,ratingfour,"iPhone's can.
",non-info
lentwo,ratingfour,"Otherwise, excellent!
",non-info
lensixteen,ratingfive,"I've tried many downloaded keyboards and this one is by far the best. Awesome app.!
",non-info
lentwo,ratingfour,"Amazing keyboard.
",non-info
lenseven,ratingfive,"I am SO glad I bought this.
",non-info
lenfive,ratingfive,"Running this on GB 2.36, CM9,  and CM10.
",non-info
lentwenty,ratingfive,"I've used so many keyboards including Swype Beta but this app beats them all in overall speed and accuracy.
",non-info
lenthirteen,ratingfive,"While I do like swiping, but it's only fast for small words.
",non-info
lenthirtyfour,ratingfive,"So when I tried SwiftKey I was surprised how it almost types itself,  thus,  saving a lot of time. Been using this for over a month - typing on touchscreen is actually enjoyable now. LOL!
",non-info
lenseven,ratingfive,"Way better than the crappy android ones.
",non-info
lensix,ratingfour,"I don't use Swype now.
",non-info
lenfive,ratingfour,"Predictions are really very good.
",non-info
lenfour,ratingthree,"Makes this keyboard useless.
",non-info
lenfour,ratingfive,"App is completely unusable.
",non-info
lenthree,ratingfive,"Best keyboard ever!
",non-info
lentwelve,ratingtwo,"I love the keyboard but not all the problems it has caused!
",non-info
leneight,ratingone,"I bought this keyboard for my fat fingers.
",non-info
lenfour,ratingfive,"A must buy app.
",non-info
leneleven,ratingfive,"It's got awesome prediction capabilities and really great keyboard interface.
",non-info
lenfive,ratingfive,"Probably its gingerbread's fault
",non-info
lenfive,ratingone,"I'm a fast typer.
",non-info
lenten,ratingfive,"Pops up words and phrases I use all the time.
",non-info
lenfive,ratingfive,"But this keyboard is awesome!
",non-info
lenfour,ratingfive,"Better than I hoped.
",non-info
lentwentysix,ratingfive,"The Samsung stock keyboard on my Galaxy siii is so lame in comparison, it makes me think Samsung is getting a kickback from Swiftkey and Google;)
",non-info
leneleven,ratingfive,"This app is really amazing how it can improve your typing.
",non-info
lenfourteen,ratingfive,"I it is also a Bonus that you can customize the keyboard in awesomeness!!
",non-info
leneighteen,ratingfive,"Well I have found my new keyboard i have tried many and this seems to be the best...!
",non-info
lensix,ratingfour,"This is my favorite keyboard again..
",non-info
lenfour,ratingtwo,"it's so bad ..
",non-info
lenten,ratingfour,"It almost seems as if it's reading your mind.
",non-info
leneight,ratingfour,"Talk about saving a lot of valuable time.
",non-info
lenten,ratingfour,"I don't know how I survived without this app.
",non-info
lenthree,ratingfive,"Definitely a buy.
",non-info
leneighteen,ratingfour,"I have been using SwiftKey for the past 1 year on the S2 and Note 1 and no problems at all.
",non-info
lenthree,ratingfive,"Worth every penny!!!!
",non-info
leneight,ratingfive,"I think the above comment says it all.
",non-info
leneleven,ratingfive,"I've even used Swype and this is still my favorite. :)
",non-info
lenseven,ratingfive,"And is way better then stock keyboard...
",non-info
lensix,ratingfive,"Best keyboard in the android market.
",non-info
lenfive,ratingfive,"Smooth typing and soooo smart!
",non-info
lentwo,ratingfive,"Thanks SwiftKey!
",non-info
lennine,ratingfive,"Makes typing easier, effortless and consume less time.  B-)
",non-info
lenfive,ratingfive,"The video says it all.
",non-info
lenseven,ratingfive,"This keyboard helps me out so much.
",non-info
lentwo,ratingfive,"Awesome stuff
",non-info
lenthree,ratingfive,"Excellent keyboard experience!
",non-info
lenfive,ratingfive,"Love this app more everyday
",non-info
lentwo,ratingfive,"Fantastic work!
",non-info
lenthree,ratingfive,"The best app!
",non-info
lenseven,ratingfive,"Best key board I have ever tried!!
",non-info
lenseven,ratingfive,"And I have tried alot of um
",non-info
lenfive,ratingfive,"This is the best. Period.
",non-info
leneight,ratingtwo,"Smooth as butter when is at its best ..
",non-info
leneight,ratingthree,"Very overrated keyboard in general in my opinion.
",non-info
lentwelve,ratingfive,"I was without this for a day or so and was lost...
",non-info
leneight,ratingfive,"Great, one of the best keyboard for Android.
",non-info
lenfive,ratingfive,"Title basically says it all.
",non-info
lennine,ratingfive,"It would definitely be the first thing to install.
",non-info
lenseven,ratingfive,"Makes typing ridiculously fast and highly customizable.
",non-info
lenseven,ratingfour,"For the keyboard on the next update?
",non-info
lenseventeen,ratingfive,"It is elegant and works well but I have just bought SlideIT and works better for me
",non-info
leneighteen,ratingfive,"Amazingly accurate, nimble, impossible to go back to any other keyboard after you get used to this one.
",non-info
lenfive,ratingfive,"Any I've tried several.
",non-info
lennineteen,ratingfive,"I got the free trial and after using it for just a few hours I bought the full version.
",non-info
lentwentyseven,ratingfive,"I don't find the keyboard layout all that unique (and the number pad takes some getting used to), but the predictive text is second to none.
",non-info
lentwentyone,ratingfive,"It makes all of my messages and email so much quicker and I don't think I could go back now!
",non-info
lenthirtyseven,ratingfive,"It's pretty decent straight from the start but the more you use it, the more it learns from you and within a few days I'm typing better than I ever have from a touchscreen device
",non-info
lensix,ratingfive,"Should be on every android device.
",non-info
lenfour,ratingfive,"I highly recommend it.
",non-info
lenfive,ratingfive,"Best app I have bought!
",non-info
leneleven,ratingone,"Who thought this was a great idea to force onto people?
",non-info
lensix,ratingone,"What's a wrong swiftkey people.
",non-info
lentwo,ratingfive,"Great settings!
",non-info
lenfour,ratingone,"Useless on the Galaxy S3
",non-info
leneleven,ratingthree,"I am too use to sliding my finger to type now.
",non-info
lensix,ratingfour,"Perfect keyboard minus a couple things.
",non-info
leneleven,ratingfive,"I love it better than the one came with the phone
",non-info
lenfour,ratingfive,"Predicts text unbelievably well.
",non-info
lenfour,ratingfive,"Definitely recommend the download.
",non-info
lenseven,ratingfour,"This does save you from many keystrokes.
",non-info
leneleven,ratingfive,"However,  the keyboard system that comes with touchwiz sucks pretty bad!!!
",non-info
lenseventeen,ratingfive,"And when you type a wrong word it fixes to the one that you were looking for!!!
",non-info
lenfour,ratingfive,"Swift key is awesome.
",non-info
lenthirtyone,ratingfive,"I'm a fast typist and I miss the mark on most android keyboards but Swift key picks up what I'm typing flawlessly I wouldn't recommend any other keyboard.
",non-info
lenfifteen,ratingfive,"It would let me sent nonsense words I've mistyped, something the iphone auto corrected.
",non-info
lenthirteen,ratingfive,"Swift key not only auto corrects but it learns from your typing style.
",non-info
lentwelve,ratingfive,"I love this keyboard its the best 4 dollars I have ever spent.
",non-info
lensix,ratingfive,"Very useful and easy to use.
",non-info
lennineteen,ratingfive,"You can also set it for spell checker but it doesn't automatically insert what IT thinks you mean.
",non-info
lentwelve,ratingone,"Love this app but for the moment it's too much work.
",non-info
lenfive,ratingfive,"I don't think so.
",non-info
lentwelve,ratingfive,"Otherwise an excellent keyboard with excellent predictive text and excellent spell check.
",non-info
lensixteen,ratingfive,"Not sure what is causing it but fix that and you will have pure keyboard perfection!
",non-info
